water,carbohydrates,zinc,vitamin D,vitamin B12,vitamin C,calcium,iron,density,fatty acid,vitamin K,vitamin E,protein,quality
15.5,0.645,0.74,0.49,4.2,0.095,10,23,1.00315,0.74,0.095,0.645,11.1,5
10.9,0.53,0.56,0.49,4.6,0.118,10,17,1.0002,0.56,0.118,0.53,11.7,6
15.6,0.645,0.74,0.49,4.2,0.095,10,23,1.00315,0.74,0.095,0.645,11.1,5
10.9,0.53,0.56,0.49,4.6,0.118,10,17,1.0002,0.56,0.118,0.53,11.7,6
13,0.47,0.68,0.49,4.3,0.085,6,47,1.0021,0.68,0.085,0.47,12.7,6
12.7,0.6,0.57,0.49,2.8,0.075,5,19,0.9994,0.57,0.075,0.6,11.4,5
9,0.44,0.58,0.49,2.4,0.078,26,121,0.9978,0.58,0.078,0.44,9.2,5
9,0.54,0.61,0.49,2.9,0.094,41,110,0.9982,0.61,0.094,0.54,9.2,5
7.6,0.29,0.61,0.49,2.7,0.092,25,60,0.9971,0.61,0.092,0.29,10.1,6
13,0.47,0.68,0.49,4.3,0.085,6,47,1.0021,0.68,0.085,0.47,12.7,6
12.7,0.6,0.57,0.49,2.8,0.075,5,19,0.9994,0.57,0.075,0.6,11.4,5
8.7,0.7,0.6,0.24,2.5,0.226,5,15,0.9991,0.6,0.226,0.7,9,6
8.7,0.7,0.6,0.24,2.5,0.226,5,15,0.9991,0.6,0.226,0.7,9,6
9.8,0.5,0.79,0.49,2.6,0.25,5,20,0.999,0.79,0.25,0.5,10.7,6
6.2,0.36,0.57,0.24,2.2,0.095,19,42,0.9946,0.57,0.095,0.36,11.7,6
11.5,0.35,0.91,0.49,3.3,0.07,10,37,1.0003,0.91,0.07,0.35,11,6
6.2,0.36,0.57,0.24,2.2,0.095,19,42,0.9946,0.57,0.095,0.36,11.7,6
10.2,0.24,0.61,0.49,2.4,0.075,10,28,0.9978,0.61,0.075,0.24,10.4,5
10.5,0.59,0.56,0.49,2.1,0.07,14,47,0.9991,0.56,0.07,0.59,9.6,4
10.6,0.34,0.7,0.49,3.2,0.078,20,78,0.9992,0.7,0.078,0.34,10,6
12.3,0.27,0.8,0.49,3.1,0.079,28,46,0.9993,0.8,0.079,0.27,10.2,6
9.9,0.5,0.52,0.24,2.3,0.103,6,14,0.9978,0.52,0.103,0.5,10,4
8.8,0.44,0.6,0.49,2.8,0.083,18,111,0.9982,0.6,0.083,0.44,9.5,5
8.8,0.47,0.6,0.49,2.9,0.085,17,110,0.9982,0.6,0.085,0.47,9.8,5
10.6,0.31,0.51,0.49,2.2,0.063,18,40,0.9976,0.51,0.063,0.31,9.8,6
12.3,0.5,0.44,0.49,2.2,0.089,5,14,1.0002,0.44,0.089,0.5,9.6,5
12.3,0.5,0.44,0.49,2.2,0.089,5,14,1.0002,0.44,0.089,0.5,9.6,5
11.7,0.49,0.43,0.49,2.2,0.083,5,15,1,0.43,0.083,0.49,9.2,5
12,0.28,0.66,0.49,1.9,0.074,10,21,0.9976,0.66,0.074,0.28,9.9,7
11.8,0.33,0.76,0.49,3.4,0.093,54,80,1.0002,0.76,0.093,0.33,10.7,7
7.6,0.51,0.66,0.24,2.4,0.091,8,38,0.998,0.66,0.091,0.51,9.6,6
11.1,0.31,1.02,0.49,2.7,0.094,16,47,0.9986,1.02,0.094,0.31,10.6,7
7.3,0.73,0.59,0.24,1.9,0.108,18,102,0.9967,0.59,0.108,0.73,9.3,5
5,0.42,0.74,0.24,2,0.06,19,50,0.9917,0.74,0.06,0.42,14,8
10.2,0.29,0.74,0.49,2.6,0.059,5,13,0.9976,0.74,0.059,0.29,10.5,7
9,0.45,0.57,0.49,2.6,0.084,21,75,0.9987,0.57,0.084,0.45,9.7,5
6.6,0.39,0.5,0.49,1.7,0.07,23,149,0.9922,0.5,0.07,0.39,11.5,6
9,0.45,0.57,0.49,2.6,0.084,21,75,0.9987,0.57,0.084,0.45,9.7,5
9.9,0.49,0.58,0.58,3.5,0.094,9,43,1.0004,0.58,0.094,0.49,9,5
7.9,0.72,0.53,0.17,2.6,0.096,20,38,0.9978,0.53,0.096,0.72,9.5,5
8.9,0.595,0.57,0.41,7.9,0.086,30,109,0.9998,0.57,0.086,0.595,9.3,5
12.4,0.4,0.6,0.51,2,0.059,6,24,0.9994,0.6,0.059,0.4,9.3,6
11.9,0.58,0.63,0.58,1.9,0.071,5,18,0.998,0.63,0.071,0.58,10,6
8.5,0.585,0.48,0.18,2.1,0.078,5,30,0.9967,0.48,0.078,0.585,9.8,6
12.7,0.59,0.7,0.45,2.3,0.082,11,22,1,0.7,0.082,0.59,9.3,6
8.2,0.915,0.47,0.27,2.1,0.088,7,23,0.9962,0.47,0.088,0.915,10,4
13.2,0.46,0.56,0.52,2.2,0.071,12,35,1.0006,0.56,0.071,0.46,9,6
7.7,0.835,0.52,0,2.6,0.081,6,14,0.9975,0.52,0.081,0.835,9.3,5
13.2,0.46,0.56,0.52,2.2,0.071,12,35,1.0006,0.56,0.071,0.46,9,6
8.3,0.58,0.62,0.13,2.9,0.096,14,63,0.9984,0.62,0.096,0.58,9.1,6
8.3,0.6,0.59,0.13,2.6,0.085,6,24,0.9984,0.59,0.085,0.6,9.2,6
9.4,0.41,0.79,0.48,4.6,0.072,10,20,0.9973,0.79,0.072,0.41,12.2,7
8.8,0.48,0.53,0.41,3.3,0.092,26,52,0.9982,0.53,0.092,0.48,10.5,6
10.1,0.65,0.64,0.37,5.1,0.11,11,65,1.0026,0.64,0.11,0.65,10.4,6
6.3,0.36,0.52,0.19,3.2,0.075,15,39,0.9956,0.52,0.075,0.36,12.7,6
8.8,0.24,0.54,0.54,2.5,0.083,25,57,0.9983,0.54,0.083,0.24,9.2,5
13.2,0.38,0.54,0.55,2.7,0.081,5,16,1.0006,0.54,0.081,0.38,9.4,5
7.5,0.64,0.6,0,2.4,0.077,18,29,0.9965,0.6,0.077,0.64,10,6
8.2,0.39,0.74,0.38,1.5,0.058,10,29,0.9962,0.74,0.058,0.39,9.8,5
9.2,0.755,1.36,0.18,2.2,0.148,10,103,0.9969,1.36,0.148,0.755,10.2,6
9.6,0.6,0.57,0.5,2.3,0.079,28,71,0.9997,0.57,0.079,0.6,9.7,5
9.6,0.6,0.57,0.5,2.3,0.079,28,71,0.9997,0.57,0.079,0.6,9.7,5
11.5,0.31,0.93,0.51,2.2,0.079,14,28,0.9982,0.93,0.079,0.31,9.8,6
11.4,0.46,0.7,0.5,2.7,0.122,4,17,1.0006,0.7,0.122,0.46,10.2,5
11.3,0.37,0.8,0.41,2.3,0.088,6,16,0.9988,0.8,0.088,0.37,9.3,5
8.3,0.54,0.61,0.24,3.4,0.076,16,112,0.9976,0.61,0.076,0.54,9.4,5
8.2,0.56,0.62,0.23,3.4,0.078,14,104,0.9976,0.62,0.078,0.56,9.4,5
10,0.58,0.55,0.22,1.9,0.08,9,32,0.9974,0.55,0.08,0.58,9.5,5
7.9,0.51,0.96,0.25,2.9,0.077,21,45,0.9974,0.96,0.077,0.51,12.1,6
6.8,0.69,0.72,0,5.6,0.124,21,58,0.9997,0.72,0.124,0.69,10.2,5
6.8,0.69,0.72,0,5.6,0.124,21,58,0.9997,0.72,0.124,0.69,10.2,5
8.8,0.6,0.49,0.29,2.2,0.098,5,15,0.9988,0.49,0.098,0.6,9.1,5
8.8,0.6,0.49,0.29,2.2,0.098,5,15,0.9988,0.49,0.098,0.6,9.1,5
8.7,0.54,0.6,0.26,2.5,0.097,7,31,0.9976,0.6,0.097,0.54,9.3,6
7.6,0.685,0.61,0.23,2.3,0.111,20,84,0.9964,0.61,0.111,0.685,9.3,5
8.7,0.54,0.6,0.26,2.5,0.097,7,31,0.9976,0.6,0.097,0.54,9.3,6
10.4,0.28,0.63,0.54,2.7,0.105,5,19,0.9988,0.63,0.105,0.28,9.5,5
7.6,0.41,0.57,0.14,3,0.087,21,43,0.9964,0.57,0.087,0.41,10.5,6
10.1,0.935,0.64,0.22,3.4,0.105,11,86,1.001,0.64,0.105,0.935,11.3,4
7.9,0.35,0.58,0.21,1.9,0.073,46,102,0.9964,0.58,0.073,0.35,9.5,5
8.7,0.84,0.55,0,1.4,0.065,24,33,0.9954,0.55,0.065,0.84,9.7,5
9.6,0.88,0.53,0.28,2.4,0.086,30,147,0.9979,0.53,0.086,0.88,9.4,5
9.5,0.885,0.53,0.27,2.3,0.084,31,145,0.9978,0.53,0.084,0.885,9.4,5
7.7,0.915,0.65,0.12,2.2,0.143,7,23,0.9964,0.65,0.143,0.915,10.2,7
8.9,0.29,1.36,0.35,1.9,0.067,25,57,0.997,1.36,0.067,0.29,10.3,6
9.9,0.54,0.62,0.45,2.3,0.071,16,40,0.9991,0.62,0.071,0.54,9.4,5
9.5,0.59,0.63,0.44,2.3,0.071,21,68,0.9992,0.63,0.071,0.59,9.5,5
9.9,0.54,0.62,0.45,2.3,0.071,16,40,0.9991,0.62,0.071,0.54,9.4,5
9.5,0.59,0.63,0.44,2.3,0.071,21,68,0.9992,0.63,0.071,0.59,9.5,5
9.9,0.54,0.62,0.45,2.3,0.071,16,40,0.9991,0.62,0.071,0.54,9.4,5
7.8,0.64,0.69,0.1,6,0.115,5,11,0.9984,0.69,0.115,0.64,10.1,7
7.3,0.67,0.63,0.05,3.6,0.107,6,20,0.9972,0.63,0.107,0.67,10.1,5
8.3,0.845,0.58,0.01,2.2,0.07,5,14,0.9967,0.58,0.07,0.845,11,4
8.7,0.48,0.67,0.3,2.8,0.066,10,28,0.9964,0.67,0.066,0.48,11.2,7
6.7,0.42,0.57,0.27,8.6,0.068,24,148,0.9948,0.57,0.068,0.42,11.3,6
10.7,0.43,0.5,0.39,2.2,0.106,8,32,0.9986,0.5,0.106,0.43,9.6,5
9.8,0.88,0.67,0.25,2.5,0.104,35,155,1.001,0.67,0.104,0.88,11.2,5
15.9,0.36,0.84,0.65,7.5,0.096,22,71,0.9976,0.84,0.096,0.36,14.9,5
9.4,0.33,0.54,0.59,2.8,0.079,9,30,0.9976,0.54,0.079,0.33,12,6
8.6,0.47,0.46,0.47,2.4,0.074,7,29,0.9979,0.46,0.074,0.47,9.5,5
9.7,0.55,0.61,0.17,2.9,0.087,20,53,1.0004,0.61,0.087,0.55,9.4,5
10.7,0.43,0.5,0.39,2.2,0.106,8,32,0.9986,0.5,0.106,0.43,9.6,5
12,0.5,0.68,0.59,1.4,0.073,23,42,0.998,0.68,0.073,0.5,10.5,7
7.2,0.52,0.81,0.07,1.4,0.074,5,20,0.9973,0.81,0.074,0.52,9.6,6
7.1,0.84,0.57,0.02,4.4,0.096,5,13,0.997,0.57,0.096,0.84,11,4
7.2,0.52,0.81,0.07,1.4,0.074,5,20,0.9973,0.81,0.074,0.52,9.6,6
7.5,0.42,0.64,0.31,1.6,0.08,15,42,0.9978,0.64,0.08,0.42,9,5
7.2,0.57,0.7,0.06,1.6,0.076,9,27,0.9972,0.7,0.076,0.57,9.6,6
10.1,0.28,0.79,0.46,1.8,0.05,5,13,0.9974,0.79,0.05,0.28,10.2,6
12.1,0.4,0.66,0.52,2,0.092,15,54,1,0.66,0.092,0.4,10.2,5
9.4,0.59,0.56,0.14,2,0.084,25,48,0.9981,0.56,0.084,0.59,9.7,5
8.3,0.49,0.6,0.36,1.8,0.222,6,16,0.998,0.6,0.222,0.49,9.5,6
11.3,0.34,0.66,0.45,2,0.082,6,15,0.9988,0.66,0.082,0.34,9.2,6
10,0.73,0.57,0.43,2.3,0.059,15,31,0.9966,0.57,0.059,0.73,11,5
11.3,0.34,0.66,0.45,2,0.082,6,15,0.9988,0.66,0.082,0.34,9.2,6
6.9,0.4,0.58,0.24,2.5,0.083,30,45,0.9959,0.58,0.083,0.4,10,5
8.2,0.73,0.52,0.21,1.7,0.074,5,13,0.9968,0.52,0.074,0.73,9.5,5
9.8,1.24,0.53,0.34,2,0.079,32,151,0.998,0.53,0.079,1.24,9.5,5
8.2,0.73,0.52,0.21,1.7,0.074,5,13,0.9968,0.52,0.074,0.73,9.5,5
10.8,0.4,0.67,0.41,2.2,0.084,7,17,0.9984,0.67,0.084,0.4,9.3,6
9.3,0.41,0.65,0.39,2.2,0.064,12,31,0.9984,0.65,0.064,0.41,10.2,5
10.8,0.4,0.67,0.41,2.2,0.084,7,17,0.9984,0.67,0.084,0.4,9.3,6
8.6,0.8,0.48,0.11,2.3,0.084,12,31,0.9979,0.48,0.084,0.8,9.9,5
8.3,0.78,0.53,0.1,2.6,0.081,45,87,0.9983,0.53,0.081,0.78,10,5
10.8,0.26,0.54,0.45,3.3,0.06,20,49,0.9972,0.54,0.06,0.26,9.6,5
13.3,0.43,0.49,0.58,1.9,0.07,15,40,1.0004,0.49,0.07,0.43,9,5
8,0.45,0.49,0.23,2.2,0.094,16,29,0.9962,0.49,0.094,0.45,10.2,6
8.5,0.46,0.54,0.31,2.25,0.078,32,58,0.998,0.54,0.078,0.46,9.8,5
8.1,0.78,0.56,0.23,2.6,0.059,5,15,0.997,0.56,0.059,0.78,11.3,5
9.8,0.98,0.48,0.32,2.3,0.078,35,152,0.998,0.48,0.078,0.98,9.4,5
8.1,0.78,0.56,0.23,2.6,0.059,5,15,0.997,0.56,0.059,0.78,11.3,5
7.1,0.65,0.6,0.18,1.8,0.07,13,40,0.997,0.6,0.07,0.65,9.1,5
9.1,0.64,0.59,0.23,3.1,0.095,13,38,0.9998,0.59,0.095,0.64,9.7,5
7.7,0.66,0.47,0.04,1.6,0.039,4,9,0.9962,0.47,0.039,0.66,9.4,5
8.1,0.38,1.05,0.48,1.8,0.157,5,17,0.9976,1.05,0.157,0.38,9.4,5
7.4,1.185,0.54,0,4.25,0.097,5,14,0.9966,0.54,0.097,1.185,10.7,3
9.2,0.92,0.54,0.24,2.6,0.087,12,93,0.9998,0.54,0.087,0.92,9.8,5
8.6,0.49,1.17,0.51,2,0.422,16,62,0.9979,1.17,0.422,0.49,9,5
9,0.48,0.62,0.32,2.8,0.084,21,122,0.9984,0.62,0.084,0.48,9.4,5
9,0.47,0.61,0.31,2.7,0.084,24,125,0.9984,0.61,0.084,0.47,9.4,5
5.1,0.47,0.62,0.02,1.3,0.034,18,44,0.9921,0.62,0.034,0.47,12.8,6
7,0.65,0.67,0.02,2.1,0.066,8,25,0.9972,0.67,0.066,0.65,9.5,6
7,0.65,0.67,0.02,2.1,0.066,8,25,0.9972,0.67,0.066,0.65,9.5,6
9.4,0.615,0.53,0.28,3.2,0.087,18,72,1.0001,0.53,0.087,0.615,9.7,5
11.8,0.38,0.62,0.55,2.1,0.071,5,19,0.9986,0.62,0.071,0.38,10.8,6
10.6,1.02,0.57,0.43,2.9,0.076,26,88,0.9984,0.57,0.076,1.02,10.1,6
7,0.65,0.67,0.02,2.1,0.066,8,25,0.9972,0.67,0.066,0.65,9.5,6
7,0.64,0.67,0.02,2.1,0.067,9,23,0.997,0.67,0.067,0.64,9.4,6
7.5,0.38,0.7,0.48,2.6,0.073,22,84,0.9972,0.7,0.073,0.38,9.6,4
9.1,0.765,0.54,0.04,1.6,0.078,4,14,0.998,0.54,0.078,0.765,9.7,4
8.4,1.035,0.49,0.15,6,0.073,11,54,0.999,0.49,0.073,1.035,9.9,5
7,0.78,0.47,0.08,2,0.093,10,19,0.9956,0.47,0.093,0.78,10,5
7.4,0.49,0.51,0.19,3,0.077,16,37,0.9966,0.51,0.077,0.49,10.5,5
7.8,0.545,0.61,0.12,2.5,0.068,11,35,0.996,0.61,0.068,0.545,11.6,6
9.7,0.31,0.66,0.47,1.6,0.062,13,33,0.9983,0.66,0.062,0.31,10,6
10.6,1.025,0.57,0.43,2.8,0.08,21,84,0.9985,0.57,0.08,1.025,10.1,5
8.9,0.565,0.61,0.34,3,0.093,16,112,0.9998,0.61,0.093,0.565,9.5,5
8.7,0.69,0.45,0,3.2,0.084,13,33,0.9992,0.45,0.084,0.69,9.4,5
8,0.43,0.46,0.36,2.3,0.075,10,48,0.9976,0.46,0.075,0.43,9.4,5
9.9,0.74,0.51,0.28,2.6,0.078,21,77,0.998,0.51,0.078,0.74,9.8,5
7.2,0.49,0.48,0.18,2.7,0.069,13,34,0.9967,0.48,0.069,0.49,9.2,6
8,0.43,0.46,0.36,2.3,0.075,10,48,0.9976,0.46,0.075,0.43,9.4,5
7.6,0.46,0.57,0.11,2.6,0.079,12,49,0.9968,0.57,0.079,0.46,10,5
8.4,0.56,0.44,0.04,2,0.082,10,22,0.9976,0.44,0.082,0.56,9.6,5
7.1,0.66,0.54,0,3.9,0.086,17,45,0.9976,0.54,0.086,0.66,9.5,5
8.4,0.56,0.44,0.04,2,0.082,10,22,0.9976,0.44,0.082,0.56,9.6,5
8.9,0.48,0.53,0.24,2.85,0.094,35,106,0.9982,0.53,0.094,0.48,9.2,5
7.6,0.42,0.59,0.08,2.7,0.084,15,48,0.9968,0.59,0.084,0.42,10,5
7.1,0.31,1.62,0.3,2.2,0.053,36,127,0.9965,1.62,0.053,0.31,9.5,5
7.5,1.115,0.6,0.1,3.1,0.086,5,12,0.9958,0.6,0.086,1.115,11.2,4
9,0.66,0.55,0.17,3,0.077,5,13,0.9976,0.55,0.077,0.66,10.4,5
8.1,0.72,0.72,0.09,2.8,0.084,18,49,0.9994,0.72,0.084,0.72,11.1,6
6.4,0.57,0.68,0.02,1.8,0.067,4,11,0.997,0.68,0.067,0.57,9.5,5
6.4,0.57,0.68,0.02,1.8,0.067,4,11,0.997,0.68,0.067,0.57,9.5,5
6.4,0.865,0.49,0.03,3.2,0.071,27,58,0.995,0.49,0.071,0.865,12.7,6
9.5,0.55,0.67,0.66,2.3,0.387,12,37,0.9982,0.67,0.387,0.55,9.6,5
8.9,0.875,0.52,0.13,3.45,0.088,4,14,0.9994,0.52,0.088,0.875,11.5,5
7.3,0.835,0.47,0.03,2.1,0.092,10,19,0.9966,0.47,0.092,0.835,9.6,5
7,0.45,0.6,0.34,2.7,0.082,16,72,0.998,0.6,0.082,0.45,9.5,5
7.7,0.56,0.62,0.2,2,0.075,9,39,0.9987,0.62,0.075,0.56,9.3,5
7.7,0.965,0.5,0.1,2.1,0.112,11,22,0.9963,0.5,0.112,0.965,9.5,5
7.7,0.965,0.5,0.1,2.1,0.112,11,22,0.9963,0.5,0.112,0.965,9.5,5
8.2,0.59,0.65,0,2.5,0.093,19,58,1.0002,0.65,0.093,0.59,9.3,6
9,0.46,0.56,0.23,2.8,0.092,28,104,0.9983,0.56,0.092,0.46,9.2,5
9,0.69,0.6,0,2.4,0.088,19,38,0.999,0.6,0.088,0.69,9.3,5
8.3,0.76,0.68,0.29,4.2,0.075,12,16,0.9965,0.68,0.075,0.76,11.5,6
9.2,0.53,0.57,0.24,2.6,0.078,28,139,0.99788,0.57,0.078,0.53,9.5,5
6.5,0.615,0.65,0,1.9,0.065,9,18,0.9972,0.65,0.065,0.615,9.2,5
11.6,0.41,0.53,0.58,2.8,0.096,25,101,1.00024,0.53,0.096,0.41,10,5
11.1,0.39,0.51,0.54,2.7,0.095,21,101,1.0001,0.51,0.095,0.39,9.5,5
7.3,0.51,0.73,0.18,2.1,0.07,12,28,0.99768,0.73,0.07,0.51,9.5,6
8.2,0.34,0.47,0.38,2.5,0.08,12,57,0.9978,0.47,0.08,0.34,9,6
8.6,0.33,0.48,0.4,2.6,0.083,16,68,0.99782,0.48,0.083,0.33,9.4,5
7.2,0.5,0.72,0.18,2.1,0.071,12,31,0.99761,0.72,0.071,0.5,9.6,6
7.3,0.51,0.73,0.18,2.1,0.07,12,28,0.99768,0.73,0.07,0.51,9.5,6
8.3,0.65,0.55,0.1,2.9,0.089,17,40,0.99803,0.55,0.089,0.65,9.5,5
8.3,0.65,0.55,0.1,2.9,0.089,17,40,0.99803,0.55,0.089,0.65,9.5,5
7.6,0.54,0.61,0.13,2.5,0.097,24,66,0.99785,0.61,0.097,0.54,9.4,5
8.3,0.65,0.55,0.1,2.9,0.089,17,40,0.99803,0.55,0.089,0.65,9.5,5
7.8,0.48,1.06,0.68,1.7,0.415,14,32,0.99656,1.06,0.415,0.48,9.1,6
7.8,0.91,0.43,0.07,1.9,0.058,22,47,0.99525,0.43,0.058,0.91,10.7,6
6.3,0.98,0.46,0.01,2,0.057,15,33,0.99488,0.46,0.057,0.98,11.2,6
8.1,0.87,0.5,0,2.2,0.084,10,31,0.99656,0.5,0.084,0.87,9.8,5
8.1,0.87,0.5,0,2.2,0.084,10,31,0.99656,0.5,0.084,0.87,9.8,5
8.8,0.42,0.52,0.21,2.5,0.092,33,88,0.99823,0.52,0.092,0.42,9.2,5
9,0.58,0.57,0.25,2.8,0.075,9,104,0.99779,0.57,0.075,0.58,9.7,5
9.3,0.655,0.42,0.26,2,0.096,5,35,0.99738,0.42,0.096,0.655,9.6,5
8.8,0.7,0.53,0,1.7,0.069,8,19,0.99701,0.53,0.069,0.7,10,6
9.3,0.655,0.42,0.26,2,0.096,5,35,0.99738,0.42,0.096,0.655,9.6,5
9.1,0.68,0.55,0.11,2.8,0.093,11,44,0.99888,0.55,0.093,0.68,9.5,6
9.2,0.67,0.54,0.1,3,0.091,12,48,0.99888,0.54,0.091,0.67,9.5,6
8.8,0.59,0.54,0.18,2.9,0.089,12,74,0.99738,0.54,0.089,0.59,9.4,5
7.5,0.6,0.62,0.32,2.7,0.103,13,98,0.99938,0.62,0.103,0.6,9.5,5
7.1,0.59,0.53,0.02,2.3,0.082,24,94,0.99744,0.53,0.082,0.59,9.7,6
7.9,0.72,0.54,0.01,1.9,0.076,7,32,0.99668,0.54,0.076,0.72,9.6,5
7.1,0.59,0.53,0.02,2.3,0.082,24,94,0.99744,0.53,0.082,0.59,9.7,6
9.4,0.685,0.55,0.26,2.4,0.082,23,143,0.9978,0.55,0.082,0.685,9.4,5
9.5,0.57,0.55,0.27,2.3,0.082,23,144,0.99782,0.55,0.082,0.57,9.4,5
7.9,0.4,0.92,0.29,1.8,0.157,1,44,0.9973,0.92,0.157,0.4,9.5,6
7.9,0.4,0.91,0.3,1.8,0.157,2,45,0.99727,0.91,0.157,0.4,9.5,6
7.2,1,0.46,0,3,0.102,7,16,0.99586,0.46,0.102,1,10,5
6.9,0.765,0.6,0.18,2.4,0.243,5.5,48,0.99612,0.6,0.243,0.765,10.3,6
6.9,0.635,0.59,0.17,2.4,0.241,6,18,0.9961,0.59,0.241,0.635,10.3,6
8.3,0.43,0.61,0.3,3.4,0.079,7,34,0.99788,0.61,0.079,0.43,10.5,5
7.1,0.52,0.6,0.03,2.6,0.076,21,92,0.99745,0.6,0.076,0.52,9.8,5
7,0.57,0.6,0,2,0.19,12,45,0.99676,0.6,0.19,0.57,9.4,6
6.5,0.46,0.65,0.14,2.4,0.114,9,37,0.99732,0.65,0.114,0.46,9.8,5
9,0.82,0.53,0.05,2.4,0.081,26,96,0.99814,0.53,0.081,0.82,10,5
6.5,0.46,0.65,0.14,2.4,0.114,9,37,0.99732,0.65,0.114,0.46,9.8,5
7.1,0.59,0.59,0.01,2.5,0.077,20,85,0.99746,0.59,0.077,0.59,9.8,5
9.9,0.35,0.5,0.41,2.3,0.083,11,61,0.9982,0.5,0.083,0.35,9.5,5
9.9,0.35,0.5,0.41,2.3,0.083,11,61,0.9982,0.5,0.083,0.35,9.5,5
10,0.56,0.56,0.24,2.2,0.079,19,58,0.9991,0.56,0.079,0.56,10.1,6
10,0.56,0.56,0.24,2.2,0.079,19,58,0.9991,0.56,0.079,0.56,10.1,6
8.6,0.63,0.52,0.17,2.9,0.099,21,119,0.998,0.52,0.099,0.63,9.3,5
7.4,0.37,0.68,0.43,2.6,0.082,18,82,0.99708,0.68,0.082,0.37,9.7,6
8.8,0.64,0.54,0.17,2.9,0.084,25,130,0.99818,0.54,0.084,0.64,9.6,5
7.1,0.61,0.6,0.02,2.5,0.081,17,87,0.99745,0.6,0.081,0.61,9.7,6
7.7,0.6,0.56,0,2.6,0.055,7,13,0.99639,0.56,0.055,0.6,10.8,5
10.1,0.27,0.53,0.54,2.3,0.065,7,26,0.99531,0.53,0.065,0.27,12.5,6
10.8,0.89,1.18,0.3,2.6,0.132,7,60,0.99786,1.18,0.132,0.89,10.2,5
8.7,0.46,0.74,0.31,2.5,0.126,24,64,0.99746,0.74,0.126,0.46,9.6,5
9.3,0.37,0.81,0.44,1.6,0.038,21,42,0.99526,0.81,0.038,0.37,10.8,7
9.4,0.5,0.52,0.34,3.6,0.082,5,14,0.9987,0.52,0.082,0.5,10.7,6
9.4,0.5,0.52,0.34,3.6,0.082,5,14,0.9987,0.52,0.082,0.5,10.7,6
7.2,0.61,0.51,0.08,4,0.082,26,108,0.99641,0.51,0.082,0.61,9.4,5
8.6,0.55,0.44,0.09,3.3,0.068,8,17,0.99735,0.44,0.068,0.55,10,5
5.1,0.585,0.94,0,1.7,0.044,14,86,0.99264,0.94,0.044,0.585,12.9,7
7.7,0.56,0.66,0.08,2.5,0.114,14,46,0.9971,0.66,0.114,0.56,9.6,6
8.4,0.52,0.57,0.22,2.7,0.084,4,18,0.99682,0.57,0.084,0.52,9.9,6
8.2,0.28,0.7,0.4,2.4,0.052,4,10,0.99356,0.7,0.052,0.28,12.8,7
8.4,0.25,0.71,0.39,2,0.041,4,10,0.99386,0.71,0.041,0.25,12.5,7
8.2,0.28,0.7,0.4,2.4,0.052,4,10,0.99356,0.7,0.052,0.28,12.8,7
7.4,0.53,0.86,0.12,1.9,0.165,4,12,0.99702,0.86,0.165,0.53,9.2,5
7.6,0.48,0.55,0.31,2.8,0.07,4,15,0.99693,0.55,0.07,0.48,10.3,6
7.3,0.49,0.47,0.1,2.6,0.068,4,14,0.99562,0.47,0.068,0.49,10.5,5
12.9,0.5,0.68,0.55,2.8,0.072,7,24,1.00012,0.68,0.072,0.5,10.9,6
10.8,0.45,0.71,0.33,2.5,0.099,20,38,0.99818,0.71,0.099,0.45,10.8,5
6.9,0.39,0.58,0.24,2.1,0.102,4,7,0.99462,0.58,0.102,0.39,11.4,4
12.6,0.41,0.76,0.54,2.8,0.103,19,41,0.99939,0.76,0.103,0.41,11.3,6
10.8,0.45,0.71,0.33,2.5,0.099,20,38,0.99818,0.71,0.099,0.45,10.8,5
9.8,0.51,0.58,0.19,3.2,0.081,8,30,0.9984,0.58,0.081,0.51,10.5,6
10.8,0.29,0.73,0.42,1.6,0.084,19,27,0.99545,0.73,0.084,0.29,11.9,6
7.1,0.715,0.45,0,2.35,0.071,21,47,0.99632,0.45,0.071,0.715,9.4,5
9.1,0.66,0.54,0.15,3.2,0.097,9,59,0.99976,0.54,0.097,0.66,9.6,5
7,0.685,0.6,0,1.9,0.099,9,22,0.99606,0.6,0.099,0.685,9.7,5
4.9,0.42,0.74,0,2.1,0.048,16,42,0.99154,0.74,0.048,0.42,14,7
6.7,0.54,0.64,0.13,2,0.076,15,36,0.9973,0.64,0.076,0.54,9.8,5
6.7,0.54,0.64,0.13,2,0.076,15,36,0.9973,0.64,0.076,0.54,9.8,5
7.1,0.48,0.53,0.28,2.8,0.068,6,16,0.99682,0.53,0.068,0.48,10.3,5
7.1,0.46,0.49,0.14,2.8,0.076,15,37,0.99624,0.49,0.076,0.46,10.7,5
7.5,0.27,0.64,0.34,2.3,0.05,4,8,0.9951,0.64,0.05,0.27,11,7
7.1,0.46,0.49,0.14,2.8,0.076,15,37,0.99624,0.49,0.076,0.46,10.7,5
7.8,0.57,0.74,0.09,2.3,0.065,34,45,0.99417,0.74,0.065,0.57,12.7,8
5.9,0.61,0.77,0.08,2.1,0.071,16,24,0.99376,0.77,0.071,0.61,11.1,6
7.5,0.685,0.55,0.07,2.5,0.058,5,9,0.99632,0.55,0.058,0.685,10.9,4
5.9,0.61,0.77,0.08,2.1,0.071,16,24,0.99376,0.77,0.071,0.61,11.1,6
10.4,0.44,0.86,0.42,1.5,0.145,34,48,0.99832,0.86,0.145,0.44,9.9,3
